customer_id,first_name,last_name,email,phone,city,country,registration_date
51,Natalia,Kozłowski,user51@o2.pl,+48 665529051,Wrocław,CZECH REPUBLIC,2024-05-08
261,Anna,Kowalczyk,user261@onet.pl,+48 617809465,Wrocław,France,11/05/2024
195,Magdalena,Dąbrowski,user195@interia.pl,+48 624800912,Łódź,GERMANY,2025-01-01
119,Aleksandra,Kwiatkowski,user119@wp.pl,,Poznań,France,2025-09-30
198,Łukasz,Kozłowski,user198@wp.pl,+48 673717007,Katowice,Austria,07/05/2024
150,Paweł,Dąbrowski,,+48 605843091,Kielce,FRANCE,2026-01-24
450,Barbara,Zając,user450@o2.pl,+48 673624500,Katowice,austria,22/12/2024
56,Maria,Szymański,user56@interia.pl,+48 649512272,Łódź,Austria,18/10/2025
185,Joanna,Woźniak,user185@wp.pl,+48 625805259,Wrocław,FRANCE,03/06/2025
315,Katarzyna,Kowalski,user315@onet.pl,+48 654932613,Rzeszów,austria,03/06/2025
199,Aleksandra,Mazur,user199@o2.pl,+48 694457890,  Gdańsk  ,SLOVAKIA,02/11/2024
35,Magdalena,Jankowski,user35@onet.pl,+48 694123965,Kraków,Poland,2024-12-18
5,Aleksandra,Kwiatkowski,user5@o2.pl,+48 609335534,Warszawa,France,21/12/2025
239,Michał,Kamiński,user239@o2.pl,+48 673233096,Łódź,SLOVAKIA,08/04/2024
349,Rafał,Lewandowski,user349@onet.pl,+48 665790669,Gdańsk,Germany,14/02/2025
139,Agnieszka,Wiśniewski,user139@wp.pl,+48 613574883,Lublin,Austria,2025-04-24
355,Natalia,Zając,user355@interia.pl,+48 600367488,Warszawa,Poland,02/11/2025
146,Anna,Kowalczyk,user146@interia.pl,+48 618628439,Rzeszów,SLOVAKIA,2025-07-15
31,Paweł,Zając,user31@gmail.com,,Szczecin,POLAND,20/06/2024
88,Tomasz,Lewandowski,user88@onet.pl,,Poznań,austria,2025-05-02
131,Tomasz,Zając,,+48 640643870,Poznań,france,2024-12-27
357,Anna,Mazur,user357@wp.pl,+48 615555976,Kraków,POLAND,2024-06-10
270,Maria,Kamiński,user270@wp.pl,+48 617870584,Kielce,GERMANY,18/07/2024
299,Magdalena,Kwiatkowski,user299@gmail.com,,Szczecin,germany,22/07/2025
193,Natalia,Dąbrowski,user193@onet.pl,+48 662816684,Poznań,poland,09/06/2024
10,Michał,Kamiński,user10@onet.pl,+48 612201654,Warszawa,germany,26/01/2025
73,Monika,Kozłowski,user73@gmail.com,+48 635507920,Kielce,germany,09/06/2024
319,Anna,Kowalczyk,user319@wp.pl,+48 636045780,  Białystok  ,Austria,2025-04-16
9,Barbara,Lewandowski,user9@interia.pl,+48 618740864,Wrocław,SLOVAKIA,14/08/2024
410,Agnieszka,Lewandowski,user410@gmail.com,+48 664265413,Katowice,germany,2025-07-28
133,Łukasz,Kwiatkowski,user133@onet.pl,+48 663837847,Lublin,poland,17/04/2025
268,Magdalena,Woźniak,user268@gmail.com,,  Katowice  ,SLOVAKIA,25/03/2026
280,Maria,Kowalski,user280@gmail.com,+48 646533974,Lublin,AUSTRIA,2025-07-02
105,Łukasz,Wójcik,user105@gmail.com,+48 649302863,Lublin,austria,2025-09-21
109,Joanna,Jankowski,user109@o2.pl,+48 623386929,  Poznań  ,austria,2026-01-28
276,Jan,Szymański,,+48 605345470,Warszawa,czech republic,06/11/2024
108,Jan,Kowalczyk,user108@onet.pl,+48 672506491,Poznań,Poland,2026-03-19
170,Aleksandra,Woźniak,,+48 673226170,Poznań,france,02/05/2024
12,Krzysztof,Jankowski,user12@gmail.com,+48 621227574,  Katowice  ,Austria,2024-11-07
242,Natalia,Kowalski,user242@wp.pl,+48 672062301,Białystok,POLAND,2024-05-23
231,Jakub,Woźniak,user231@o2.pl,+48 633077929,  Rzeszów  ,FRANCE,23/06/2024
365,Piotr,Zając,user365@o2.pl,+48 666901651,Katowice,Czech Republic,2025-02-14
57,Monika,Nowak,user57@wp.pl,+48 650372847,Szczecin,GERMANY,30/06/2024
176,Anna,Lewandowski,,+48 648657117,Lublin,czech republic,21/06/2025
8,Agnieszka,Mazur,,+48 635935572,Kraków,Slovakia,2024-06-01
148,Łukasz,Nowak,user148@interia.pl,+48 602205915,Kielce,Germany,2026-04-02
418,Maria,Lewandowski,user418@interia.pl,+48 611249805,Poznań,slovakia,2024-04-07
318,Barbara,Zając,user318@wp.pl,,Lublin,France,2025-01-02
385,Piotr,Kamiński,user385@onet.pl,+48 644434998,Gdańsk,slovakia,08/06/2024
458,Joanna,Zając,user458@gmail.com,+48 619607576,Warszawa,CZECH REPUBLIC,2025-09-19
388,Łukasz,Zając,,+48 625838575,Gdańsk,POLAND,30/09/2024
407,Krzysztof,Mazur,user407@o2.pl,+48 623333727,Szczecin,france,14/01/2026
80,Anna,Wójcik,user80@o2.pl,+48 683940940,Katowice,GERMANY,2025-06-13
192,Barbara,Wiśniewski,user192@wp.pl,+48 601243818,Poznań,Poland,2024-12-24
380,Rafał,Dąbrowski,,+48 627257905,Białystok,Czech Republic,12/04/2024
103,Barbara,Nowak,user103@o2.pl,+48 660887034,Gdańsk,Austria,10/08/2024
120,Tomasz,Szymański,user120@gmail.com,+48 684982908,Warszawa,SLOVAKIA,2025-04-19
23,Katarzyna,Lewandowski,,+48 661070189,Poznań,Austria,21/11/2024
226,Paweł,Kwiatkowski,,+48 692917283,Białystok,Poland,20/06/2025
75,Łukasz,Nowak,user75@wp.pl,+48 636540265,Lublin,CZECH REPUBLIC,2025-01-16
320,Natalia,Lewandowski,user320@o2.pl,+48 608185099,Szczecin,Czech Republic,03/12/2024
227,Natalia,Szymański,user227@onet.pl,+48 642209421,Warszawa,SLOVAKIA,20/02/2025
389,Natalia,Kowalski,user389@onet.pl,+48 628611881,Kielce,POLAND,13/01/2025
180,Paweł,Mazur,user180@interia.pl,+48 640237208,Katowice,france,2025-02-01
87,Tomasz,Zając,user87@onet.pl,+48 679212676,Gdańsk,CZECH REPUBLIC,19/03/2026
460,Łukasz,Kozłowski,user460@o2.pl,+48 627977300,Katowice,France,2026-02-19
13,Katarzyna,Dąbrowski,user13@wp.pl,+48 668137358,Białystok,France,07/10/2024
336,Łukasz,Kowalczyk,user336@o2.pl,+48 613732098,Warszawa,Austria,06/09/2024
427,Michał,Szymański,user427@gmail.com,+48 609209640,Kraków,Austria,12/04/2025
177,Aleksandra,Woźniak,user177@onet.pl,+48 652868861,Gdańsk,france,2025-11-07
165,Paweł,Lewandowski,user165@o2.pl,,Gdańsk,czech republic,23/11/2025
98,Magdalena,Wiśniewski,user98@o2.pl,+48 649104566,Lublin,France,2024-11-26
480,Tomasz,Nowak,,+48 618576833,Poznań,SLOVAKIA,2025-05-31
188,Krzysztof,Kozłowski,user188@onet.pl,+48 636390817,Lublin,GERMANY,01/08/2025
217,Anna,Szymański,user217@onet.pl,,Lublin,Slovakia,2025-09-15
212,Magdalena,Lewandowski,user212@onet.pl,+48 634224936,Wrocław,Poland,30/12/2025
344,Tomasz,Wójcik,user344@o2.pl,+48 661414198,Łódź,AUSTRIA,2025-04-28
58,Agnieszka,Nowak,user58@wp.pl,+48 680585882,Kraków,Slovakia,2025-01-20
46,Maria,Zając,user46@interia.pl,+48 675017682,Białystok,czech republic,03/11/2024
426,Katarzyna,Woźniak,,+48 600038556,Łódź,France,2025-02-23
351,Michał,Kwiatkowski,user351@o2.pl,+48 679715138,Warszawa,Austria,2025-12-06
166,Natalia,Woźniak,user166@onet.pl,+48 607437386,Kraków,FRANCE,2024-04-07
221,Paweł,Zając,user221@o2.pl,+48 682747827,Katowice,POLAND,22/03/2026
137,Michał,Wiśniewski,user137@gmail.com,+48 650557040,Kielce,Germany,02/05/2024
37,Joanna,Woźniak,user37@o2.pl,+48 603704481,Kraków,FRANCE,06/07/2025
125,Paweł,Dąbrowski,user125@wp.pl,,  Rzeszów  ,poland,2025-05-18
127,Joanna,Nowak,user127@gmail.com,+48 679036966,Szczecin,Czech Republic,20/08/2025
444,Paweł,Zając,user444@interia.pl,+48 651146483,Białystok,Austria,17/06/2024
377,Monika,Kwiatkowski,user377@gmail.com,+48 603391969,Szczecin,AUSTRIA,2025-10-21
316,Agnieszka,Nowak,,+48 665893962,  Łódź  ,poland,2024-05-26
288,Jan,Kamiński,,+48 699063777,Rzeszów,germany,2024-11-16
101,Michał,Mazur,user101@wp.pl,,Wrocław,Slovakia,18/07/2024
413,Barbara,Mazur,user413@onet.pl,+48 680643207,Łódź,germany,14/10/2025
334,Marek,Kowalczyk,user334@o2.pl,,  Kielce  ,germany,26/03/2026
203,Barbara,Kowalski,user203@onet.pl,+48 686104027,Rzeszów,czech republic,30/12/2024
7,Katarzyna,Dąbrowski,user7@onet.pl,+48 636231783,Kielce,Germany,05/02/2026
102,Agnieszka,Woźniak,,+48 694096984,Poznań,POLAND,27/05/2025
287,Barbara,Jankowski,user287@o2.pl,+48 632900372,  Łódź  ,CZECH REPUBLIC,21/06/2024
247,Anna,Jankowski,user247@gmail.com,+48 686969050,Kraków,Germany,22/10/2024
70,Maria,Dąbrowski,user70@o2.pl,+48 683002706,Wrocław,czech republic,2024-08-09
391,Jakub,Mazur,user391@wp.pl,+48 660549061,Kielce,FRANCE,03/10/2024
67,Katarzyna,Kowalczyk,,+48 636817443,Warszawa,SLOVAKIA,19/06/2024
436,Tomasz,Kowalski,user436@interia.pl,+48 672580645,Warszawa,Czech Republic,21/12/2024
397,Łukasz,Woźniak,user397@wp.pl,+48 633646722,Kraków,slovakia,2025-11-23
462,Magdalena,Kamiński,,+48 678476684,Kraków,GERMANY,2024-04-26
257,Krzysztof,Jankowski,user257@wp.pl,+48 605584869,Rzeszów,Germany,2024-06-03
409,Łukasz,Wiśniewski,user409@o2.pl,+48 628389345,Łódź,france,27/05/2024
44,Tomasz,Kowalski,,+48 682043803,Kraków,austria,06/03/2025
135,Michał,Lewandowski,user135@o2.pl,,Kielce,POLAND,04/03/2025
18,Anna,Wójcik,,,  Gdańsk  ,GERMANY,2024-09-28
281,Maria,Jankowski,user281@wp.pl,+48 636504617,  Lublin  ,Austria,11/11/2024
433,Marek,Zając,user433@onet.pl,+48 635622106,Wrocław,Germany,2025-12-15
382,Paweł,Nowak,user382@interia.pl,+48 635465638,Łódź,FRANCE,2025-10-27
19,Tomasz,Kozłowski,user19@o2.pl,+48 632614537,Katowice,GERMANY,06/04/2025
244,Maria,Kowalczyk,user244@o2.pl,+48 692296754,Białystok,france,09/08/2024
43,Katarzyna,Woźniak,user43@o2.pl,+48 683115778,Gdańsk,Germany,2025-09-12
173,Anna,Kowalczyk,user173@o2.pl,+48 621434525,Gdańsk,AUSTRIA,09/11/2024
68,Barbara,Nowak,user68@o2.pl,+48 664251933,Katowice,POLAND,08/12/2025
76,Rafał,Szymański,user76@gmail.com,+48 690502794,Białystok,Poland,02/07/2025
430,Jakub,Zając,user430@wp.pl,+48 661585593,Kielce,Slovakia,2025-07-13
403,Barbara,Woźniak,user403@wp.pl,+48 679134873,Rzeszów,germany,21/02/2025
149,Aleksandra,Kamiński,user149@interia.pl,+48 689686286,Kraków,FRANCE,31/10/2024
222,Jan,Dąbrowski,user222@o2.pl,+48 602300840,Lublin,austria,02/10/2025
453,Monika,Kowalski,user453@wp.pl,+48 600968781,Lublin,Czech Republic,2025-07-22
47,Magdalena,Mazur,user47@interia.pl,+48 699811743,Katowice,Germany,2024-10-17
259,Joanna,Mazur,user259@interia.pl,+48 618687800,Wrocław,poland,31/07/2024
295,Natalia,Kozłowski,user295@gmail.com,+48 618762704,  Kraków  ,GERMANY,18/03/2025
478,Łukasz,Lewandowski,,,Poznań,SLOVAKIA,28/03/2026
386,Jan,Nowak,user386@interia.pl,+48 686203262,Białystok,Germany,10/05/2025
229,Piotr,Dąbrowski,user229@wp.pl,,Szczecin,poland,02/08/2024
202,Michał,Kowalczyk,user202@onet.pl,+48 606078694,Szczecin,poland,2026-01-23
474,Maria,Kozłowski,user474@interia.pl,+48 670624297,Kielce,Austria,09/09/2024
345,Katarzyna,Kamiński,user345@gmail.com,+48 628102825,Łódź,germany,03/01/2026
26,Agnieszka,Szymański,user26@o2.pl,,Kielce,SLOVAKIA,2024-05-18
79,Natalia,Kowalski,user79@wp.pl,+48 615558733,Szczecin,poland,04/02/2025
114,Magdalena,Zając,user114@interia.pl,+48 660867592,Szczecin,POLAND,2025-07-16
358,Katarzyna,Kamiński,user358@interia.pl,+48 636011877,Rzeszów,FRANCE,2024-12-22
258,Agnieszka,Kowalczyk,user258@gmail.com,+48 646785209,Kraków,Poland,2024-08-09
168,Natalia,Nowak,user168@onet.pl,+48 677933054,Łódź,Slovakia,03/09/2024
77,Jakub,Kowalski,user77@onet.pl,+48 687444123,Katowice,Germany,2024-11-16
290,Piotr,Szymański,user290@onet.pl,+48 652928934,Kraków,poland,04/08/2025
277,Magdalena,Lewandowski,user277@gmail.com,+48 672162880,Białystok,POLAND,07/09/2025
164,Jan,Kamiński,user164@wp.pl,+48 674040798,Łódź,POLAND,2024-11-29
22,Maria,Kowalski,user22@o2.pl,+48 612517517,Wrocław,czech republic,02/02/2026
269,Jan,Kozłowski,user269@gmail.com,+48 656682016,Rzeszów,POLAND,2025-12-20
157,Anna,Kozłowski,user157@wp.pl,+48 658376726,Poznań,POLAND,27/03/2025
28,Maria,Nowak,user28@o2.pl,+48 646843172,Kraków,FRANCE,2024-09-24
471,Paweł,Szymański,user471@wp.pl,,Wrocław,POLAND,01/06/2024
324,Rafał,Mazur,user324@interia.pl,+48 601659440,Rzeszów,Slovakia,2025-11-01
399,Jakub,Szymański,user399@wp.pl,+48 622634412,Warszawa,Germany,24/06/2025
325,Tomasz,Szymański,user325@gmail.com,+48 675522135,Kraków,Slovakia,07/07/2025
6,Michał,Kowalczyk,user6@wp.pl,+48 647683626,Wrocław,Austria,19/07/2024
309,Jakub,Lewandowski,user309@o2.pl,,Białystok,SLOVAKIA,11/11/2024
435,Aleksandra,Kamiński,user435@o2.pl,+48 665874779,Łódź,SLOVAKIA,2024-08-21
335,Agnieszka,Kowalczyk,user335@wp.pl,+48 695209787,Kielce,Czech Republic,2025-08-23
383,Anna,Wiśniewski,user383@o2.pl,,Kielce,AUSTRIA,17/09/2024
117,Monika,Szymański,user117@gmail.com,+48 628553319,Łódź,Germany,2024-09-11
467,Paweł,Wiśniewski,user467@wp.pl,+48 660945449,Warszawa,slovakia,2026-03-15
446,Krzysztof,Szymański,user446@wp.pl,+48 648743159,Rzeszów,czech republic,2026-03-11
62,Barbara,Mazur,user62@interia.pl,+48 634675473,Gdańsk,Slovakia,2026-03-24
445,Rafał,Lewandowski,user445@o2.pl,+48 609575640,Kraków,GERMANY,06/04/2024
214,Natalia,Wójcik,user214@wp.pl,+48 602058055,Wrocław,AUSTRIA,29/11/2024
223,Maria,Kwiatkowski,user223@onet.pl,+48 683185576,Lublin,FRANCE,2025-03-17
419,Jan,Szymański,user419@o2.pl,,Kielce,france,2025-01-22
451,Jakub,Lewandowski,user451@o2.pl,+48 646596140,Katowice,poland,2025-07-11
179,Aleksandra,Kwiatkowski,user179@wp.pl,+48 642752377,Łódź,Slovakia,2025-04-24
172,Joanna,Lewandowski,user172@wp.pl,+48 614251766,Gdańsk,POLAND,2025-12-25
395,Michał,Dąbrowski,user395@gmail.com,+48 699513114,Rzeszów,Czech Republic,09/11/2025
29,Monika,Szymański,user29@o2.pl,,Lublin,AUSTRIA,07/07/2025
400,Joanna,Wiśniewski,user400@wp.pl,+48 662122457,Katowice,france,2024-06-11
41,Monika,Dąbrowski,user41@interia.pl,+48 650888017,Kielce,germany,2024-09-19
196,Krzysztof,Kamiński,user196@o2.pl,,Kielce,GERMANY,2025-05-24
2,Piotr,Wójcik,user2@o2.pl,,Wrocław,austria,2024-08-08
414,Rafał,Kwiatkowski,user414@o2.pl,,Szczecin,POLAND,03/11/2024
375,Marek,Wójcik,user375@wp.pl,+48 690244472,Łódź,Austria,2024-09-25
20,Magdalena,Lewandowski,user20@gmail.com,+48 686728778,  Kraków  ,austria,23/07/2025
154,Rafał,Kowalczyk,user154@wp.pl,+48 653690013,Rzeszów,czech republic,2024-04-25
329,Magdalena,Szymański,user329@onet.pl,+48 654649480,Rzeszów,Slovakia,23/10/2024
305,Agnieszka,Kowalski,user305@gmail.com,+48 682427773,Wrocław,France,07/05/2025
49,Tomasz,Wójcik,user49@onet.pl,+48 608620650,Szczecin,slovakia,2025-01-28
465,Łukasz,Kozłowski,user465@interia.pl,+48 618083446,Poznań,Czech Republic,25/09/2024
420,Jakub,Kowalczyk,user420@o2.pl,+48 649075919,Białystok,austria,2024-09-15
296,Piotr,Szymański,user296@gmail.com,,Kraków,austria,2025-04-29
360,Maria,Lewandowski,user360@interia.pl,+48 691052385,Katowice,Czech Republic,03/05/2024
354,Maria,Jankowski,user354@onet.pl,+48 635298445,Lublin,France,2026-02-22
461,Natalia,Dąbrowski,user461@interia.pl,+48 626672234,Gdańsk,AUSTRIA,2024-06-24
423,Anna,Wiśniewski,user423@gmail.com,+48 619505652,Katowice,CZECH REPUBLIC,2025-03-20
250,Jakub,Nowak,user250@o2.pl,+48 643752954,Wrocław,France,2024-06-18
89,Natalia,Lewandowski,user89@interia.pl,+48 604818295,  Białystok  ,Austria,2025-08-14
248,Katarzyna,Dąbrowski,user248@o2.pl,+48 662015859,Wrocław,AUSTRIA,16/01/2025
406,Anna,Woźniak,user406@wp.pl,+48 661021210,  Warszawa  ,AUSTRIA,17/10/2024
167,Agnieszka,Kamiński,user167@o2.pl,+48 610584397,Poznań,SLOVAKIA,13/07/2024
371,Łukasz,Woźniak,user371@o2.pl,+48 666951647,Warszawa,poland,2024-08-12
40,Piotr,Woźniak,user40@o2.pl,+48 616726926,Rzeszów,SLOVAKIA,2025-02-15
376,Rafał,Kozłowski,user376@wp.pl,+48 678222933,Białystok,austria,04/10/2024
112,Piotr,Kwiatkowski,user112@o2.pl,+48 616937148,Poznań,slovakia,2024-07-31
470,Katarzyna,Mazur,,,Wrocław,slovakia,2024-11-18
292,Jakub,Nowak,user292@onet.pl,+48 642148834,Szczecin,France,2025-05-23
205,Jan,Jankowski,,+48 690395620,Rzeszów,slovakia,2024-12-18
293,Łukasz,Kowalczyk,user293@gmail.com,+48 692080722,Poznań,austria,2025-05-03
48,Barbara,Woźniak,user48@interia.pl,,Poznań,FRANCE,13/11/2025
